Session Id: 20207-203151
DEBUG | Sat Jul 25 20:31:51 IST 2020 : Services initiated
DEBUG | Sat Jul 25 20:32:03 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:32:09 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
DEBUG | Sat Jul 25 20:32:10 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:10 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:11 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:11 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:12 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:12 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:12 IST 2020 : Overwrite strategy decided : 
DEBUG | Sat Jul 25 20:32:12 IST 2020 : RENAME_SKIPPED_FILES : false
DEBUG | Sat Jul 25 20:32:12 IST 2020 : ASK_FOR_EACH_FILE : false
DEBUG | Sat Jul 25 20:32:12 IST 2020 : COPY_MULTIPLE_FILES_TO_SAME_PATH__ASK_FOR_EACH_FILE : true
INFO  | Sat Jul 25 20:32:12 IST 2020 : Copying 1 files.
--------------------------------------------------------------------------------
INFO  | Sat Jul 25 20:32:12 IST 2020 : 0 of 1 copied
DEBUG | Sat Jul 25 20:32:12 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 20:32:12 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:32:12 IST 2020 : The file already exists in destination : C:\Users\user\Documents\itinerary_details.pdf
WARN  | Sat Jul 25 20:32:12 IST 2020 : Same named file exists : itinerary_details.pdf
WARN  | Sat Jul 25 20:32:12 IST 2020 : Overwriting existing file
DEBUG | Sat Jul 25 20:32:12 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:12 IST 2020 : Copying the file using nio.Files.copy() method.
DEBUG | Sat Jul 25 20:32:13 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:13 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:14 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:14 IST 2020 : Copy completed: itinerary_details.pdf
DEBUG | Sat Jul 25 20:32:14 IST 2020 : itinerary_details.pdf : Data integrity check passed.
INFO  | Sat Jul 25 20:32:14 IST 2020 : 1 of 1 copied
DEBUG | Sat Jul 25 20:32:14 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:14 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:32:14 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:46 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:34:53 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
DEBUG | Sat Jul 25 20:34:53 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:54 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:54 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:55 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:55 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:56 IST 2020 : Overwrite strategy decided : 
DEBUG | Sat Jul 25 20:34:56 IST 2020 : RENAME_SKIPPED_FILES : false
DEBUG | Sat Jul 25 20:34:56 IST 2020 : ASK_FOR_EACH_FILE : false
DEBUG | Sat Jul 25 20:34:56 IST 2020 : COPY_MULTIPLE_FILES_TO_SAME_PATH__ASK_FOR_EACH_FILE : true
INFO  | Sat Jul 25 20:34:56 IST 2020 : Copying 3 files.
--------------------------------------------------------------------------------
INFO  | Sat Jul 25 20:34:56 IST 2020 : 0 of 3 copied
DEBUG | Sat Jul 25 20:34:56 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 20:34:56 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:34:56 IST 2020 : The file already exists in destination : C:\Users\user\Desktop\src\set-4\1.bmp
WARN  | Sat Jul 25 20:34:56 IST 2020 : Same named file exists : 1.bmp
WARN  | Sat Jul 25 20:34:56 IST 2020 : Overwriting existing file
DEBUG | Sat Jul 25 20:34:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:56 IST 2020 : Copying the file using nio.Files.copy() method.
DEBUG | Sat Jul 25 20:34:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:59 IST 2020 : Copy completed: 1.bmp
DEBUG | Sat Jul 25 20:34:59 IST 2020 : 1.bmp : Data integrity check passed.
INFO  | Sat Jul 25 20:34:59 IST 2020 : 1 of 3 copied
DEBUG | Sat Jul 25 20:34:59 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 20:34:59 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:34:59 IST 2020 : The file already exists in destination : C:\Users\user\Desktop\src\set-4\2.bmp
WARN  | Sat Jul 25 20:34:59 IST 2020 : Same named file exists : 2.bmp
WARN  | Sat Jul 25 20:34:59 IST 2020 : Overwriting existing file
DEBUG | Sat Jul 25 20:34:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:59 IST 2020 : Copying the file using nio.Files.copy() method.
DEBUG | Sat Jul 25 20:34:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:34:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:00 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:00 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:01 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:01 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:02 IST 2020 : Copy completed: 2.bmp
DEBUG | Sat Jul 25 20:35:02 IST 2020 : 2.bmp : Data integrity check passed.
INFO  | Sat Jul 25 20:35:02 IST 2020 : 2 of 3 copied
DEBUG | Sat Jul 25 20:35:02 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 20:35:02 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:35:02 IST 2020 : The file already exists in destination : C:\Users\user\Desktop\src\set-4\3.bmp
WARN  | Sat Jul 25 20:35:02 IST 2020 : Same named file exists : 3.bmp
WARN  | Sat Jul 25 20:35:02 IST 2020 : Overwriting existing file
DEBUG | Sat Jul 25 20:35:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:02 IST 2020 : Copying the file using nio.Files.copy() method.
DEBUG | Sat Jul 25 20:35:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:03 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:03 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:04 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:04 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:05 IST 2020 : Copy completed: 3.bmp
DEBUG | Sat Jul 25 20:35:05 IST 2020 : 3.bmp : Data integrity check passed.
INFO  | Sat Jul 25 20:35:05 IST 2020 : 3 of 3 copied
DEBUG | Sat Jul 25 20:35:05 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:05 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:05 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:22 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:35:23 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
DEBUG | Sat Jul 25 20:35:23 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:24 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:24 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:25 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:25 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:26 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:35:26 IST 2020 : Overwrite strategy decided : 
DEBUG | Sat Jul 25 20:35:26 IST 2020 : RENAME_SKIPPED_FILES : false
DEBUG | Sat Jul 25 20:35:26 IST 2020 : ASK_FOR_EACH_FILE : false
DEBUG | Sat Jul 25 20:35:26 IST 2020 : COPY_MULTIPLE_FILES_TO_SAME_PATH__ASK_FOR_EACH_FILE : true
INFO  | Sat Jul 25 20:35:26 IST 2020 : Copying 3 files.
--------------------------------------------------------------------------------
INFO  | Sat Jul 25 20:35:26 IST 2020 : 0 of 3 copied
DEBUG | Sat Jul 25 20:35:26 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
