Session Id: 20207-202756
DEBUG | Sat Jul 25 20:27:57 IST 2020 : Services initiated
DEBUG | Sat Jul 25 20:28:09 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:28:22 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
DEBUG | Sat Jul 25 20:28:26 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:27 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:28 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:28 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:29 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:29 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:30 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:30 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:30 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:32 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:32 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:33 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:33 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:34 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:34 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:35 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:36 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:36 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:38 IST 2020 : Overwrite strategy decided : 
DEBUG | Sat Jul 25 20:28:38 IST 2020 : RENAME_SKIPPED_FILES : false
DEBUG | Sat Jul 25 20:28:38 IST 2020 : ASK_FOR_EACH_FILE : false
DEBUG | Sat Jul 25 20:28:38 IST 2020 : COPY_MULTIPLE_FILES_TO_SAME_PATH__ASK_FOR_EACH_FILE : true
INFO  | Sat Jul 25 20:28:38 IST 2020 : Copying 1 files.
--------------------------------------------------------------------------------
INFO  | Sat Jul 25 20:28:38 IST 2020 : 0 of 1 copied
DEBUG | Sat Jul 25 20:28:40 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:40 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:41 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:41 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:43 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:47 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 20:28:49 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:53 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:28:53 IST 2020 : The file already exists in destination : C:\Users\user\Documents\itinerary_details.pdf
WARN  | Sat Jul 25 20:28:53 IST 2020 : Same named file exists : itinerary_details.pdf
WARN  | Sat Jul 25 20:28:53 IST 2020 : Overwriting existing file
DEBUG | Sat Jul 25 20:28:53 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:53 IST 2020 : Copying the file using nio.Files.copy() method.
DEBUG | Sat Jul 25 20:28:53 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:53 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:54 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:54 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:54 IST 2020 : Copy completed: itinerary_details.pdf
DEBUG | Sat Jul 25 20:28:54 IST 2020 : itinerary_details.pdf : Data integrity check passed.
INFO  | Sat Jul 25 20:28:54 IST 2020 : 1 of 1 copied
DEBUG | Sat Jul 25 20:28:54 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:55 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:55 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:28:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:11 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:29:14 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
DEBUG | Sat Jul 25 20:29:15 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:15 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:16 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:16 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:17 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:17 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:18 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:18 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:19 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:19 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:20 IST 2020 : Overwrite strategy decided : 
DEBUG | Sat Jul 25 20:29:20 IST 2020 : RENAME_SKIPPED_FILES : false
DEBUG | Sat Jul 25 20:29:20 IST 2020 : ASK_FOR_EACH_FILE : false
DEBUG | Sat Jul 25 20:29:20 IST 2020 : COPY_MULTIPLE_FILES_TO_SAME_PATH__ASK_FOR_EACH_FILE : true
INFO  | Sat Jul 25 20:29:20 IST 2020 : Copying 1 files.
--------------------------------------------------------------------------------
INFO  | Sat Jul 25 20:29:20 IST 2020 : 0 of 1 copied
DEBUG | Sat Jul 25 20:29:20 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 20:29:20 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:29:20 IST 2020 : The file already exists in destination : C:\Users\user\Documents\itinerary_details.pdf
WARN  | Sat Jul 25 20:29:20 IST 2020 : Same named file exists : itinerary_details.pdf
WARN  | Sat Jul 25 20:29:20 IST 2020 : Overwriting existing file
DEBUG | Sat Jul 25 20:29:20 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:20 IST 2020 : Copying the file using nio.Files.copy() method.
DEBUG | Sat Jul 25 20:29:20 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:20 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:21 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:21 IST 2020 : Copy completed: itinerary_details.pdf
DEBUG | Sat Jul 25 20:29:21 IST 2020 : itinerary_details.pdf : Data integrity check passed.
INFO  | Sat Jul 25 20:29:21 IST 2020 : 1 of 1 copied
DEBUG | Sat Jul 25 20:29:21 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:21 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:29:21 IST 2020 : Setting UI for files in bucket...
