Session Id: 20207-154831
DEBUG | Sat Jul 25 15:48:31 IST 2020 : Services initiated
DEBUG | Sat Jul 25 15:48:39 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:48:44 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 15:48:55 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
INFO  | Sat Jul 25 15:48:55 IST 2020 : Files with same names and relative paths copied together from different sources. Will show overwrite strategy dialog.
DEBUG | Sat Jul 25 15:48:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:48:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:48:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:48:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:48:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:48:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:48:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:48:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:00 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:01 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:01 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:03 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:03 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:04 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:04 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:04 IST 2020 : Overwrite strategy decided : 
DEBUG | Sat Jul 25 15:49:04 IST 2020 : RENAME_SKIPPED_FILES : false
DEBUG | Sat Jul 25 15:49:04 IST 2020 : ASK_FOR_EACH_FILE : false
DEBUG | Sat Jul 25 15:49:04 IST 2020 : COPY_MULTIPLE_FILES_TO_SAME_PATH__ASK_FOR_EACH_FILE : true
INFO  | Sat Jul 25 15:49:04 IST 2020 : Copying 6 files.
--------------------------------------------------------------------------------
INFO  | Sat Jul 25 15:49:04 IST 2020 : 0 of 6 copied
DEBUG | Sat Jul 25 15:49:04 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 15:49:04 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 15:49:04 IST 2020 : The file already exists in destination : C:\Users\user\Desktop\src\set-4\1.bmp
WARN  | Sat Jul 25 15:49:04 IST 2020 : Same named file exists : 1.bmp
WARN  | Sat Jul 25 15:49:04 IST 2020 : Overwriting existing file
DEBUG | Sat Jul 25 15:49:04 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:04 IST 2020 : Copying the file using nio.Files.copy() method.
DEBUG | Sat Jul 25 15:49:05 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:05 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:06 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:06 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:07 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:07 IST 2020 : Copy completed: 1.bmp
DEBUG | Sat Jul 25 15:49:07 IST 2020 : 1.bmp : Data integrity check passed.
INFO  | Sat Jul 25 15:49:07 IST 2020 : 1 of 6 copied
DEBUG | Sat Jul 25 15:49:07 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 15:49:07 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 15:49:07 IST 2020 : The file already exists in destination : C:\Users\user\Desktop\src\set-5\1.bmp
DEBUG | Sat Jul 25 15:49:07 IST 2020 : The file has been recently copied here. So apply duplicate source file rules.
INFO  | Sat Jul 25 15:49:07 IST 2020 : Ask user what to do about this particular file: 1.bmp
DEBUG | Sat Jul 25 15:49:07 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:08 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:08 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:09 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:09 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:10 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:10 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:11 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:11 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:12 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:12 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:13 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:13 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:14 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:14 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 15:49:15 IST 2020 : Setting UI for files in bucket...
