DEBUG | Tue Jul 28 23:25:08 IST 2020 : Adding file for copy: C:\Users\user\Desktop\src\set-2\set-2\1.bmp
INFO  | Tue Jul 28 23:25:14 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
INFO  | Tue Jul 28 23:25:14 IST 2020 : Files with same names and relative paths copied together from different sources. Will show overwrite strategy dialog.
DEBUG | Tue Jul 28 23:25:14 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:15 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:15 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:16 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:16 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:17 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:17 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:18 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:18 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:19 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:19 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:20 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:20 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:21 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:21 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:22 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:22 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:23 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:23 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:24 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:24 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:25 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:25 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:26 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:26 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:27 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:27 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:28 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:28 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:29 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:29 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:30 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:30 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:31 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:31 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:32 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:32 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:33 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:33 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:34 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:34 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:35 IST 2020 : Setting UI for files in bucket...
WARN  | Tue Jul 28 23:25:08 IST 2020 : Failed to unzip the resources: D:\Programs\LidoSoftwares\LidoCopy\res.zip (The system cannot find the file specified)
Session Id: 20210-232508
DEBUG | Tue Jul 28 23:25:08 IST 2020 : Services initiated
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Add file for copy: D:\Programs\LidoSoftwares\LidoCopy\files\uBvWAKUaCQ1595958908378
DEBUG | Tue Jul 28 23:25:09 IST 2020 : passing to backpanel >> C:\Users\user\Desktop\src\set-2\set-2\1.bmp
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Got file for copy: C:\Users\user\Desktop\src\set-2\set-2\1.bmp
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Added file for copy to srcFiles: 1
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Add file for copy: D:\Programs\LidoSoftwares\LidoCopy\files\XwySZCyGBD1595958908379
DEBUG | Tue Jul 28 23:25:09 IST 2020 : passing to backpanel >> C:\Users\user\Desktop\src\set-2\1.bmp
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Got file for copy: C:\Users\user\Desktop\src\set-2\1.bmp
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Added file for copy to srcFiles: 2
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:09 IST 2020 : Setting UI for files in bucket...
INFO  | Tue Jul 28 23:25:14 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
INFO  | Tue Jul 28 23:25:14 IST 2020 : Files with same names and relative paths copied together from different sources. Will show overwrite strategy dialog.
DEBUG | Tue Jul 28 23:25:14 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:15 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:15 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:16 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:16 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:17 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:17 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:18 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:18 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:19 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:19 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:20 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:20 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:21 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:21 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:22 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:22 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:23 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:23 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:24 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:24 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:25 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:25 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:26 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:26 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:27 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:27 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:28 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:28 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:29 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:29 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:30 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:30 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:31 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:31 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:32 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:32 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:33 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:33 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:34 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:34 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:35 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:35 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:36 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:36 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:37 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:37 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:38 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:35 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:36 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:36 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:37 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:37 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:38 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:38 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:39 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:39 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:40 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:40 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:41 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:41 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:42 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:42 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:43 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:43 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:44 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:44 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:45 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:45 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:46 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:46 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:47 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:47 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:48 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:48 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:49 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:49 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:50 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:50 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:51 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:51 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:52 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:52 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:53 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:53 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:54 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:54 IST 2020 : Setting UI for files in bucket...
DEBUG | Tue Jul 28 23:25:55 IST 2020 : Setting UI for files in bucket...
