Session Id: 20207-195737
DEBUG | Sat Jul 25 19:57:37 IST 2020 : Services initiated
DEBUG | Sat Jul 25 19:57:44 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 19:57:54 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
DEBUG | Sat Jul 25 19:57:54 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:55 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:55 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:56 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:57 IST 2020 : Overwrite strategy decided : 
DEBUG | Sat Jul 25 19:57:57 IST 2020 : RENAME_SKIPPED_FILES : false
DEBUG | Sat Jul 25 19:57:57 IST 2020 : ASK_FOR_EACH_FILE : false
DEBUG | Sat Jul 25 19:57:57 IST 2020 : COPY_MULTIPLE_FILES_TO_SAME_PATH__ASK_FOR_EACH_FILE : true
INFO  | Sat Jul 25 19:57:57 IST 2020 : Copying 168 files.
--------------------------------------------------------------------------------
INFO  | Sat Jul 25 19:57:57 IST 2020 : 0 of 168 copied
DEBUG | Sat Jul 25 19:57:57 IST 2020 : Setting UI for files in bucket...
----------------------------------------------
DEBUG | Sat Jul 25 19:57:57 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 19:57:57 IST 2020 : The file already exists in destination : C:\Users\user\Desktop\src\Love Is Just Apain.avi
WARN  | Sat Jul 25 19:57:57 IST 2020 : Same named file exists : Love Is Just Apain.avi
WARN  | Sat Jul 25 19:57:57 IST 2020 : Overwriting existing file
DEBUG | Sat Jul 25 19:57:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:57 IST 2020 : Copying the file using nio.Files.copy() method.
DEBUG | Sat Jul 25 19:57:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:57 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:57:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:00 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:00 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:01 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:01 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:03 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:03 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 19:58:04 IST 2020 : Setting UI for files in bucket...
