Session Id: 20207-202143
DEBUG | Sat Jul 25 20:21:43 IST 2020 : Services initiated
DEBUG | Sat Jul 25 20:21:53 IST 2020 : Setting UI for files in bucket...
INFO  | Sat Jul 25 20:21:58 IST 2020 : Files with same names (but not same hash) found. Will show overwrite strategy dialog.
DEBUG | Sat Jul 25 20:21:58 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:21:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:21:59 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:00 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:00 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:01 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:01 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:02 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:03 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:03 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:04 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:04 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:05 IST 2020 : Setting UI for files in bucket...
DEBUG | Sat Jul 25 20:22:05 IST 2020 : Overwrite strategy decided : 
DEBUG | Sat Jul 25 20:22:05 IST 2020 : RENAME_SKIPPED_FILES : false
DEBUG | Sat Jul 25 20:22:05 IST 2020 : ASK_FOR_EACH_FILE : false
DEBUG | Sat Jul 25 20:22:05 IST 2020 : COPY_MULTIPLE_FILES_TO_SAME_PATH__ASK_FOR_EACH_FILE : true
INFO  | Sat Jul 25 20:22:05 IST 2020 : Copying 3 files.
--------------------------------------------------------------------------------
INFO  | Sat Jul 25 20:22:05 IST 2020 : 0 of 3 copied
